,a01,a02,a03,a04,a05,a06,a07,a08,a09,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29,a30,a31,a32,a33,a34
220,0.0,0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
281,1.0,0,0.9716549999999999,0.599795,0.98066,0.7040150000000001,0.90257,0.782845,0.783435,0.85415,0.70918,0.91615,0.574695,0.947445,0.525835,0.96841,0.37629,0.9196949999999999,0.285945,0.8777699999999999,0.248745,0.8128150000000001,0.172425,0.75214,0.15574500000000002,0.65456,0.11451499999999998,0.578095,0.12297000000000002,0.478005,0.12400499999999998,0.410395,0.16534,0.32816500000000004
258,1.0,0,0.80769,0.594615,0.8907849999999999,0.5089,0.8874299999999999,0.513235,0.825385,0.44845999999999997,0.88769,0.54,0.8698049999999999,0.5253,0.86161,0.52888,0.843075,0.455385,0.80846,0.58154,0.8311649999999999,0.537865,0.8193900000000001,0.540205,0.80077,0.463845,0.794015,0.543835,0.775385,0.62846,0.766945,0.546035,0.753045,0.54661
67,0.0,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.828125,0.5,0.5,1.0,0.0
3,1.0,0,1.0,0.27419499999999997,1.0,1.0,0.85608,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.57258,0.77047,0.30335,0.0,0.227665,0.150125,1.0,0.5,0.5,1.0,0.9534750000000001,0.758065,1.0,1.0,0.399505,0.62841,1.0,0.33809,1.0
319,1.0,0,0.925065,0.509045,0.961055,0.50728,0.9602299999999999,0.5109,0.9638249999999999,0.54005,0.9379850000000001,0.55685,0.955805,0.5216,0.9536899999999999,0.5250900000000001,0.936695,0.5142100000000001,0.97933,0.5,0.945485,0.535235,0.94215,0.538485,0.918605,0.554265,0.934615,0.54475,0.9379850000000001,0.54393,0.92599,0.55067,0.9212899999999999,0.55349
10,1.0,0,1.0,0.5332749999999999,1.0,0.40806,1.0,0.3634,1.0,0.28446499999999997,1.0,0.293255,0.98116,0.24063,0.9535549999999999,0.204915,0.94615,0.16763,0.84938,0.145015,0.853225,0.1184,0.8154049999999999,0.09727999999999998,0.779335,0.05436000000000002,0.736055,0.0675,0.701515,0.081625,0.65498,0.054535,0.614975,0.05420999999999998
79,0.0,0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
83,1.0,0,0.84099,0.41343,0.91166,0.60954,0.733215,0.66431,0.6289750000000001,0.79152,1.0,0.42403,0.5053,0.722615,0.5053,0.694345,0.593405,0.70584,0.552835,0.681765,0.521625,0.653725,0.499585,0.62468,0.48569,0.597025,0.47843,0.572405,0.476105,0.551745,0.477075,0.53532,0.479935,0.52293
69,1.0,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.5,0.5,1.0,0.0,1.0,0.0
165,1.0,0,1.0,0.77451,0.813725,1.0,0.509805,1.0,0.2549,0.960785,0.08823500000000001,0.7941199999999999,0.0,0.558825,0.019610000000000016,0.333335,0.17647000000000002,0.15686499999999998,0.382355,0.06862499999999999,0.67647,0.0,0.8725499999999999,0.13725500000000002,0.960785,0.39215500000000003,0.96437,0.60938,0.862745,0.784315,0.617645,0.9509799999999999,0.441175,0.9509799999999999
221,1.0,0,0.903135,0.565345,0.865305,0.621615,0.823075,0.59519,0.684615,0.727885,0.723965,0.732195,0.625,0.78654,0.62596,0.685575,0.576075,0.759385,0.45096,0.7875,0.48269,0.714425,0.45572,0.72212,0.425285,0.70003,0.4003,0.67488,0.38084,0.647705,0.36683,0.61948,0.38077,0.65577
37,0.0,0,1.0,1.0,1.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,0.5
23,0.0,0,0.0,1.0,0.5,0.5,0.5,0.5,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.5,0.5
70,1.0,0,1.0,0.517645,1.0,0.591405,1.0,0.63484,1.0,0.62534,1.0,0.64389,1.0,0.693215,1.0,0.65837,1.0,0.828505,1.0,0.7692300000000001,1.0,0.806335,1.0,0.797285,0.947965,0.84163,0.9475100000000001,0.85687,0.9280550000000001,0.835745,0.871945,0.9280550000000001,0.8574649999999999,0.879185
199,1.0,0,0.899235,0.691325,0.90402,0.41518,1.0,0.461735,0.990755,0.46301,0.851085,0.603315,0.998725,0.510525,0.99107,0.512435,1.0,0.43463,0.978315,0.538585,1.0,0.500955,0.95153,0.65402,1.0,0.427295,1.0,0.49803,0.87819,0.53954,1.0,0.40625,1.0,0.4713
65,1.0,0,0.923915,0.55299,1.0,0.69565,1.0,0.0,0.8346899999999999,0.54212,1.0,0.63519,1.0,0.80299,1.0,0.677535,1.0,0.51336,0.7921199999999999,0.284875,1.0,0.81748,0.94565,0.632925,0.955165,0.333335,1.0,0.57971,0.6884049999999999,0.490265,1.0,0.61232,1.0,0.687045
294,1.0,0,0.8735200000000001,0.433795,0.768775,0.58498,0.8636349999999999,0.54743,0.847825,0.444665,0.83399,0.38241,0.9397249999999999,0.40415,0.868575,0.52075,0.815215,0.498025,0.81818,0.44071,0.896245,0.37351999999999996,0.832015,0.35672000000000004,0.83597,0.44763,0.8092349999999999,0.439795,0.800395,0.395255,0.687745,0.534585,0.805335,0.493085
345,1.0,0,0.8333349999999999,0.49317,0.98702,0.534155,0.74795,0.750685,0.878415,0.498635,0.82582,0.429645,0.70082,0.255465,0.69604,0.793715,0.88388,0.6591549999999999,0.89276,0.556695,0.737705,0.275275,1.0,0.503415,0.80328,0.534835,0.84328,0.58544,0.93784,0.5389349999999999,0.77664,0.62295,0.56967,0.740435
71,0.0,0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,0.5,0.5,0.0,1.0,1.0,0.0,1.0,0.0,0.125,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0
322,1.0,0,0.9503550000000001,0.508865,1.0,0.491135,0.9503550000000001,0.503545,0.92376,0.52837,1.0,0.51773,0.98936,0.50532,0.98759,0.51773,1.0,0.484045,0.94858,0.484045,0.93085,0.539005,1.0,0.5461,0.9503550000000001,0.52305,0.971525,0.516235,0.9734050000000001,0.51241,1.0,0.50532,0.968085,0.51064
204,0.0,0,0.5,0.5,0.0,1.0,1.0,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.34375,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.5,0.5
74,1.0,0,1.0,0.52535,1.0,0.554135,1.0,0.59749,1.0,0.642265,1.0,0.67413,1.0,0.6913050000000001,0.9728749999999999,0.714405,0.94563,0.7519549999999999,0.8795299999999999,0.7940050000000001,0.90322,0.79981,0.8978900000000001,0.81379,0.833215,0.8197099999999999,0.797085,0.847175,0.74769,0.8634200000000001,0.735135,0.858445,0.666905,0.876215
254,1.0,0,0.66417,0.5126,0.57618,0.60639,0.574595,0.870015,0.37146999999999997,0.9616199999999999,0.44844,0.5969,0.19324000000000002,0.62893,0.02973500000000001,0.472955,0.434415,0.428355,0.348425,0.276925,0.442955,0.072015,0.51334,0.38607,0.63971,0.46852499999999997,0.668685,0.44062,0.638285,0.442955,0.57539,0.56648,0.560985,0.60234
136,1.0,0,0.0,0.640525,0.61111,0.575165,0.121535,0.14508,0.34640499999999996,0.85621,0.0,1.0,0.091505,0.669935,0.10457499999999997,0.48693,0.009805000000000008,0.08496500000000001,0.199345,0.22876000000000002,0.477125,0.08496500000000001,0.9705900000000001,0.02940999999999999,0.0,0.284315,0.8719250000000001,0.54588,0.0,0.526145,0.591505,0.51307,0.298995,0.258795
29,0.0,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
252,1.0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.5,0.5,1.0,0.686665,0.44,0.44,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0.0,0.5,0.5,1.0,0.613335,0.5,0.5,0.5,0.5,0.5,0.5
122,1.0,0,0.86905,0.9166650000000001,0.11904999999999999,0.38095,0.6666650000000001,0.42857,0.72619,0.42857,0.16357500000000003,0.56404,0.6666650000000001,0.5,0.642855,0.464285,0.30893000000000004,0.755815,0.61905,0.511905,0.72619,0.52381,0.583335,0.36905,0.213725,0.44883,0.624445,0.24460500000000002,1.0,0.5,0.166665,0.47619,0.63095,0.511905
285,1.0,0,0.792295,0.32237,1.0,0.67669,0.87688,0.49718,0.912595,0.596805,0.7509399999999999,0.36184,0.829885,0.531955,0.848685,0.57331,0.8618399999999999,0.286655,0.88064,0.522555,0.834585,0.602445,0.92387,0.295115,0.8242499999999999,0.476505,0.78418,0.447145,0.7641,0.43327,0.57801,0.43891,0.723835,0.448455
169,1.0,0,1.0,0.5,1.0,0.5,0.75,0.75,0.875,0.5,0.956005,0.56047,0.945335,0.5710500000000001,0.9346099999999999,0.58114,0.875,0.625,0.875,0.75,0.875,0.5,1.0,0.375,0.75,0.75,0.86972,0.63194,0.875,0.625,0.848175,0.64537,0.837465,0.651465
13,1.0,0,1.0,0.06649500000000003,1.0,0.6113999999999999,0.92746,0.30052,1.0,0.43955,1.0,0.675735,1.0,0.53886,1.0,0.426165,1.0,0.0,1.0,0.0,0.8091550000000001,0.5790150000000001,1.0,0.8117449999999999,1.0,0.41494,1.0,0.67962,1.0,0.16753,1.0,0.94214,1.0,0.40587
214,0.0,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
236,1.0,0,0.692605,0.57782,0.706225,0.536965,0.632295,0.620625,0.61673,0.56615,0.597275,0.62646,0.62257,0.684825,0.544745,0.614785,0.480545,0.684825,0.52529,0.624515,0.624515,0.54864,0.53891,0.649805,0.48753,0.64241,0.46988,0.6312800000000001,0.42607,0.57393,0.453305,0.65564,0.40467,0.6439699999999999
231,1.0,0,0.973245,0.50446,0.986435,0.4987,0.99461,0.50186,0.979005,0.50799,0.97027,0.5176499999999999,0.986065,0.523595,0.993125,0.50929,0.9713849999999999,0.535675,0.992755,0.49647,0.98885,0.5249,0.9817899999999999,0.53549,0.96637,0.540505,0.976215,0.52178,0.987365,0.50409,0.989225,0.535305,1.0,0.4987
176,1.0,0,0.5,0.5,0.0,0.18617,1.0,0.75532,0.539895,0.38298,0.0,0.31915,0.56383,0.204785,1.0,0.0,0.5,0.5,0.914895,0.460105,0.375,1.0,0.585105,0.146275,0.5,0.5,0.40425500000000003,0.265955,0.3883,0.25532,0.87234,0.9521299999999999,0.16223500000000002,0.7287250000000001
170,0.0,0,0.0,1.0,1.0,1.0,0.5,0.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.5,0.5
182,0.0,0,0.0,1.0,1.0,0.0,0.5,0.5,0.5,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,0.0,0.5,0.5,0.5,0.5,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.5
55,1.0,0,0.541665,0.396575,0.0,1.0,0.0,1.0,0.859375,0.735865,0.089285,0.18638500000000002,0.0,0.0,0.0,1.0,0.486235,0.79576,0.289435,0.289435,0.12685999999999997,0.0,0.0,0.265995,0.0,0.61905,1.0,0.0,0.0,0.30543,0.0,0.0,0.0,0.8072900000000001
266,1.0,0,0.883135,0.60553,0.8196749999999999,0.6905600000000001,0.7420450000000001,0.7625,0.575,0.611365,0.568765,0.797825,0.461365,0.7227250000000001,0.5,0.74318,0.362545,0.71007,0.21932000000000001,0.68409,0.317045,0.59432,0.297335,0.53794,0.307585,0.483855,0.33029,0.43757,0.3623,0.40143,0.40019,0.37676,0.44053,0.36391
19,0.0,0,1.0,0.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.140625,1.0,0.5,0.5,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.78125,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
7,0.0,0,0.5,0.5,0.5,0.5,1.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.5,1.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,0.5
292,1.0,0,0.923565,0.48301499999999997,0.93206,0.457535,0.9097649999999999,0.5,0.868365,0.461785,0.859875,0.43206,0.874735,0.441615,0.887475,0.40658,0.89066,0.393845,0.8099799999999999,0.449045,0.895965,0.421445,0.94692,0.48301499999999997,0.9246300000000001,0.369425,0.870575,0.38344,0.83121,0.388535,0.863055,0.31104,0.8290850000000001,0.375795
104,1.0,0,0.642045,0.34091,0.5,0.5,0.84091,0.0,0.65341,0.9791650000000001,0.82197,0.532195,0.67424,0.07576,0.5,0.5,0.795455,0.320075,0.72538,0.09659000000000001,0.5,0.5,0.5,0.5,0.62121,0.589015,1.0,0.38068,0.530305,0.257575,0.58144,0.14961999999999998,0.5,0.5
114,1.0,0,0.956765,0.90793,0.135135,1.0,0.30267,0.778675,0.527025,0.64865,0.407005,0.448795,0.48421000000000003,0.45515,0.507005,0.482985,0.50554,0.497315,0.50171,0.500485,0.50024,0.500375,0.499985,0.500095,0.499985,0.50001,0.499995,0.5,0.5,0.5,0.5,0.5,0.5,0.5
178,1.0,0,0.59295,0.416665,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.55769,0.40464500000000003,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.47436,0.467145,0.539265,0.54487,0.5865400000000001,0.445515,0.5625,0.548075,0.51282,0.47596,0.584135,0.597755
213,1.0,0,1.0,0.57143,1.0,0.857145,1.0,0.857145,1.0,0.42857,0.92857,0.42857,1.0,0.51267,1.0,0.5,0.7142850000000001,0.42857,1.0,0.518085,1.0,0.357145,1.0,0.5,0.642855,0.357145,1.0,0.524455,1.0,0.52591,1.0,0.7857149999999999,1.0,0.5
179,1.0,0,1.0,0.459085,1.0,0.44337,0.99623,0.35099,1.0,0.334625,0.98331,0.32859499999999997,0.92894,0.263675,0.9595199999999999,0.25915,0.8654200000000001,0.17387999999999998,0.8406549999999999,0.18228,0.91225,0.10842000000000002,0.794145,0.126075,0.8351649999999999,0.01851999999999998,0.743785,0.07165500000000002,0.689705,0.08053500000000002,0.6205849999999999,0.055769999999999986,0.646105,0.051895000000000024
224,0.0,0,0.5,0.5,1.0,1.0,0.5,0.5,1.0,1.0,0.5,0.5,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.5,0.5,0.0,1.0,0.5,0.5
227,1.0,0,0.9440200000000001,0.69069,0.82963,0.847155,0.64574,0.93946,0.46637,0.9506749999999999,0.30201500000000003,0.9022049999999999,0.17713,0.78251,0.0852,0.63453,0.1053,0.458975,0.1861,0.34529,0.266815,0.22197499999999998,0.417755,0.17831000000000002,0.54781,0.19472499999999998,0.65203,0.25804,0.716135,0.35081,0.7351449999999999,0.452695,0.7107600000000001,0.5627800000000001
120,1.0,0,0.71818,0.436365,0.79091,0.427275,0.59091,0.16363499999999997,0.672725,0.48182,0.645455,0.472725,0.645455,0.645455,0.68182,0.29091,0.6,0.49091,0.68182,0.527275,0.563635,0.745455,0.80909,0.58182,0.663635,0.58182,0.70549,0.464865,0.672725,0.472725,0.563635,0.31818,0.645455,0.354545
88,1.0,0,0.788235,0.492155,0.70196,0.5,0.692155,0.564705,0.7,0.47059,0.782355,0.57059,0.733335,0.541175,0.762745,0.47255,0.790195,0.507845,0.75098,0.5,0.72941,0.533335,0.790195,0.541175,0.74902,0.50196,0.743005,0.550195,0.731375,0.541175,0.72549,0.617645,0.715685,0.586275
56,1.0,0,1.0,0.488705,1.0,0.47753,1.0,0.46659,1.0,0.456005,1.0,0.7808649999999999,1.0,0.43631,1.0,0.42739,1.0,0.662035,1.0,0.411805,0.99742,0.40525500000000003,0.978005,0.39959500000000003,1.0,0.03858,0.9364,0.391035,0.9146000000000001,0.38815,0.892395,0.386175,0.8699600000000001,0.385095
347,1.0,0,0.975565,0.502095,0.975915,0.486385,0.96719,0.4904,0.97295,0.50803,0.98255,0.516405,0.970855,0.53665,0.973125,0.49337,0.985865,0.5007,0.97417,0.53019,0.9633499999999999,0.54206,0.9656199999999999,0.550435,0.9726,0.506805,0.9676100000000001,0.524625,0.965795,0.54084,0.97033,0.499825,0.957415,0.52356
223,1.0,0,0.9873350000000001,0.56541,0.9706,0.60018,0.9439150000000001,0.66124,0.945045,0.663555,0.9277500000000001,0.726085,0.86149,0.76142,0.84973,0.7941,0.79274,0.834465,0.744345,0.85199,0.721225,0.840795,0.676445,0.87811,0.6341600000000001,0.88105,0.5840650000000001,0.8927050000000001,0.537485,0.9021950000000001,0.48519,0.88851,0.448555,0.87121
53,1.0,0,0.160325,0.0,0.0,1.0,1.0,0.816585,0.517575,0.0,0.0,0.0,1.0,1.0,0.943415,0.0,0.0,1.0,0.9192,1.0,1.0,0.0,0.0,0.0,0.40571999999999997,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6680550000000001
161,1.0,0,0.92868,0.500375,0.909635,0.47162,0.887605,0.47909,0.921585,0.545185,0.93129,0.559745,0.9402550000000001,0.46938,0.89171,0.51755,0.918595,0.46602,0.91785,0.42905,0.940625,0.505975,0.952575,0.5112,0.8984300000000001,0.49029,0.911915,0.48161,0.940625,0.467885,0.86968,0.49029,0.895445,0.45407
177,1.0,0,0.9583349999999999,0.6458349999999999,0.9166650000000001,0.416665,0.8541650000000001,0.625,0.9375,0.458335,0.9583349999999999,0.520835,0.9166650000000001,0.5625,0.8541650000000001,0.5,0.9375,0.520835,1.0,0.541665,0.8333349999999999,0.458335,0.875,0.583335,0.9166650000000001,0.4375,0.91898,0.527515,1.0,0.604165,0.8541650000000001,0.5,0.8541650000000001,0.520835
41,1.0,0,0.0,0.0,1.0,1.0,1.0,0.428125,0.5,0.5,0.0,1.0,1.0,1.0,0.589585,0.0,0.0,0.0,0.54375,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5
201,1.0,0,1.0,0.35786,1.0,0.37327,0.973115,0.32453,1.0,0.34717,0.96368,0.254715,0.95409,0.279405,0.8786149999999999,0.205505,0.84874,0.209905,0.798115,0.212105,0.842295,0.145125,0.7723249999999999,0.063365,0.74607,0.13333499999999998,0.67752,0.11973,0.63176,0.10880499999999999,0.58302,0.13427499999999998,0.56997,0.15000000000000002
303,1.0,0,0.97026,0.492345,0.97085,0.505005,0.97497,0.49264,0.97939,0.4947,0.973205,0.48145,0.985865,0.491165,0.985275,0.480565,0.977325,0.47968,0.9761500000000001,0.476445,0.9711449999999999,0.489105,0.964075,0.477915,0.960245,0.47762,0.9634750000000001,0.470865,0.9517100000000001,0.462605,0.959955,0.46377999999999997,0.960245,0.4629
207,1.0,0,0.7368399999999999,0.44737,0.9189050000000001,0.50878,0.915775,0.513075,0.842105,0.473685,0.842105,0.5,0.8992800000000001,0.52514,0.891575,0.52878,0.921055,0.7368399999999999,1.0,0.526315,0.86275,0.538155,0.851505,0.540705,0.710525,0.6052649999999999,0.827095,0.54484,0.7631600000000001,0.394735,0.8007500000000001,0.54767,0.7870900000000001,0.5485949999999999
256,1.0,0,0.8116749999999999,0.48255,0.795425,0.502405,0.802045,0.462695,0.815885,0.504815,0.8122750000000001,0.462695,0.83514,0.5361,0.8146800000000001,0.45788,0.837545,0.54573,0.8357399999999999,0.5,0.794825,0.55054,0.7503,0.515645,0.829725,0.570395,0.802315,0.510095,0.75692,0.52226,0.808665,0.495185,0.80686,0.45427
52,1.0,0,1.0,1.0,1.0,1.0,0.95505,1.0,0.36515,1.0,0.08423999999999998,1.0,0.0,1.0,0.0,0.86263,0.0,0.211105,0.0,0.28974,0.0,0.0,0.23581000000000002,0.0,0.95007,0.0,1.0,0.0,1.0,0.0,1.0,0.32657,1.0,0.674225
137,1.0,0,0.633335,0.45,0.7666649999999999,0.5,0.6666650000000001,0.433335,0.683335,0.558335,0.783335,0.508335,0.8583350000000001,0.541665,0.85,0.466665,0.7666649999999999,0.6,0.7083349999999999,0.491665,0.658335,0.6,0.85,0.5,0.625,0.566665,0.73107,0.527195,0.7,0.516665,0.733335,0.516665,0.7083349999999999,0.475
47,1.0,0,0.97299,0.486575,0.0,0.630655,0.318035,0.678195,0.84629,0.182865,1.0,0.483235,0.3549,0.49725,0.22574,0.57726,0.959605,0.26865,1.0,0.24788,0.351325,0.34273,0.13068000000000002,0.686805,0.91936,0.26633,0.7610399999999999,0.20934999999999998,1.0,0.193035,0.45183,0.602385,0.469415,0.709565
259,1.0,0,0.841585,0.526875,0.924015,0.50101,0.921705,0.501505,0.9215,0.549505,0.879065,0.52051,0.9094599999999999,0.502925,0.90369,0.503365,0.9031100000000001,0.437765,0.889675,0.48231999999999997,0.8818250000000001,0.504545,0.873175,0.50489,0.8981600000000001,0.478785,0.85412,0.50548,0.811175,0.55799,0.8331200000000001,0.50595,0.8220350000000001,0.506135
336,1.0,0,0.9420999999999999,0.68362,0.835615,0.83691,0.6980649999999999,0.931995,0.51212,0.96591,0.32426,0.9185650000000001,0.19841999999999999,0.7942100000000001,0.10671000000000003,0.69389,0.08357500000000001,0.49679,0.15341,0.335185,0.23748000000000002,0.23037999999999997,0.36311499999999997,0.15937,0.50403,0.15113,0.63014,0.19661,0.722845,0.28308500000000003,0.771045,0.39229,0.7814300000000001,0.514115
334,1.0,0,1.0,0.505525,1.0,0.505525,1.0,0.5116,0.99724,0.49282,0.99724,0.498895,0.991715,0.5116,1.0,0.50442,0.987845,0.503865,0.9895050000000001,0.508285,0.990055,0.503315,0.99061,0.510495,0.985635,0.496685,0.990165,0.508,0.9895050000000001,0.507735,0.99282,0.510495,0.99337,0.51381
327,1.0,0,1.0,1.0,0.6835,0.53079,0.5649649999999999,0.963565,0.36207,0.9679800000000001,0.34236500000000003,0.6884250000000001,0.06403999999999999,0.6847300000000001,0.035715,0.455665,0.30542,0.32882,0.26724000000000003,0.08744000000000002,0.472905,0.03201999999999999,0.62808,0.397785,0.86896,0.27025,0.9273549999999999,0.465845,1.0,1.0,0.69335,0.50123,0.58879,0.89895
46,1.0,0,1.0,0.48135,1.0,0.46308499999999997,0.998005,0.444805,0.99919,0.450345,0.994705,0.43093,0.9833700000000001,0.391525,0.97644,0.374505,0.95618,0.328,0.952905,0.33924,0.949955,0.326545,0.93937,0.311785,0.931065,0.28505,0.91586,0.28439000000000003,0.907165,0.28703500000000004,0.889595,0.260115,0.875575,0.24924000000000002
95,1.0,0,0.895785,0.584255,0.5,0.5,0.782705,0.53437,0.69734,1.0,0.6917949999999999,0.9977849999999999,0.487805,0.7660750000000001,0.618625,0.5643,0.486695,0.97561,0.24501,0.9246099999999999,0.449,0.694015,0.28714,0.618625,0.04213,0.9035500000000001,0.32927,0.9412400000000001,0.0,0.847005,0.0,0.5643,0.5,0.5
306,1.0,0,0.6666650000000001,0.375,0.72222,0.61111,0.694445,0.583335,0.7083349999999999,0.569445,0.75,0.444445,0.774555,0.457785,0.7916650000000001,0.6666650000000001,0.77778,0.51389,0.625,0.40278,0.73611,0.47222,0.76389,0.48611,0.694445,0.541665,0.707715,0.42872,0.59722,0.430555,0.68462,0.425955,0.541665,0.25
326,1.0,0,0.952735,0.705565,0.82677,0.8738049999999999,0.649605,0.979525,0.43329,0.9891,0.23881999999999998,0.916315,0.101715,0.7754300000000001,0.016845,0.57596,0.034995,0.37223,0.140685,0.20310499999999998,0.29227000000000003,0.07397500000000001,0.48875,0.031059999999999977,0.68159,0.07316,0.83769,0.190205,0.9298850000000001,0.359385,0.94327,0.549,0.877475,0.731505
265,1.0,0,0.958835,0.59099,0.93045,0.6777150000000001,0.864365,0.728735,0.802125,0.849325,0.75188,0.87461,0.6805,0.908975,0.57832,0.91779,0.50198,0.92605,0.41805000000000003,0.889265,0.32001999999999997,0.880965,0.284565,0.826925,0.2343,0.7694300000000001,0.19835999999999998,0.70486,0.17744500000000002,0.63669,0.17145,0.568335,0.17972,0.52697
166,1.0,0,0.5,0.5,0.0,0.0,0.0,1.0,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,1.0,1.0,0.71875,1.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0
138,1.0,0,0.366665,0.7,0.363485,0.560795,0.41111,0.47778,0.53096,0.465605,0.522305,0.512875,0.495575,0.51363,0.49207,0.49917,0.499535,0.495585,0.50235,0.499235,0.50069,0.50119,0.49943,0.50051,0.499655,0.49975,0.500095,0.499785,0.50013,0.500025,0.5,0.500075,0.49996,0.50001
317,1.0,0,1.0,0.379745,1.0,0.398735,0.9367099999999999,0.449365,0.94304,0.50633,1.0,0.55696,0.962025,0.531645,0.92405,0.481015,0.8164549999999999,0.316455,0.9367099999999999,0.49367,0.9683550000000001,0.531645,1.0,0.62658,0.810125,0.310125,0.9231849999999999,0.4723,1.0,0.468355,0.765825,0.51266,0.91772,0.48734
205,1.0,0,0.9558800000000001,0.45588,0.985295,0.588235,0.9117649999999999,0.54412,0.9558800000000001,0.485295,0.985295,0.411765,0.985295,0.57353,0.9705900000000001,0.514705,1.0,0.5,1.0,0.5,0.882355,0.558825,0.941175,0.514705,0.92647,0.514705,0.9633149999999999,0.513,0.9705900000000001,0.441175,0.985295,0.52941,0.9558800000000001,0.52941
278,1.0,0,0.99411,0.510935,0.96551,0.6705,0.91952,0.67611,0.8735299999999999,0.74453,0.86792,0.759395,0.77538,0.800895,0.71565,0.8311850000000001,0.659,0.852215,0.641895,0.844365,0.537575,0.8684799999999999,0.53169,0.85642,0.417555,0.84857,0.41722,0.80255,0.41895499999999997,0.7790250000000001,0.326415,0.720975,0.332585,0.687325
50,1.0,0,0.92067,0.40819,0.71822,0.514595,0.967105,0.498665,0.939735,0.568975,0.905605,0.491055,0.942795,0.7749550000000001,0.9585699999999999,0.21256999999999998,0.875,0.3524,0.93338,0.39948,1.0,1.0,0.73305,0.41855,0.95033,0.48611,0.96679,0.49421,0.80791,0.33851,0.922315,0.37146999999999997,0.966615,0.492875
